英灵姓名,No,身高,体重,出处,地域,日文名,英文名,画师,声优,职阶,性别,属性,阵营,筋力,耐久,敏捷,魔力,幸运,宝具,特性,角色详情,资料一,资料二,资料三,资料四,资料五,资料六,羁绊礼装名称,羁绊礼装解说,羁绊礼装图片,羁绊礼装代替文字,所属作品,
卫宫,11,187cm,78kg,Fate,日本,エミヤ,Emiya,武内崇,诹访部顺一,Archer,男性,中立·中庸,人,D,C,C,B,E,─,所爱之人,"由于和其他英灵的出处不同，
无法称之为正统的英灵。该英灵被称为守护者，
是由认为人类“应该延续”的集合无意识所产生的
防御装置般的存在。这种防卫被称为人类的抑制力。
也就是无名者所挑选的无貌之正义代表。","虽然被确立为弓之骑士，但生前并不是弓兵，
而是魔术师。使用投影魔术，
仿造出众多名剑、魔剑的赝作者（Faker）。
基本武装之所以是弓，
估计是因为他作为英灵并不怎么强大，
最终的战斗风格被定性为狙击的缘故吧。","心眼（真）：B
通过修行、锻炼而培养出的洞察力。
在穷途末路时，
依然能通过冷静地把握自身情况与敌人的能力，
找到活路的战斗理论。只要逆转的可能性还有1%，
就要想办法抓住执行作战的机会。
与技能·直觉相似但并不相同。","冷静完成工作的现实主义者。
说话毒辣性格悲观。并非那种勤勤恳恳热心工作的角色，
也是个爱在关键的时候说些冷酷玩笑话的花花公子。
支持合理的战术以及社会角度的正义，
由于他的原点是『拯救万人』的理想，
所以总有无法冷酷到底的一面。","『无限剑制』
阶级：E～A++　种类：？？？？
Unlimited Blade Works。
被称作固有结界的特殊魔术。
能在一定时间内，将现实转换为心象世界，
瞬间复制施术者迄今为止目视过的，
或是现场使用的武器，并进行储藏。
然而复制后的武器会降一个阶级。","投影魔术：C（在一定条件下A+）
想象道具并复制数分钟的魔术。
Archer爱用的双剑『干将·莫邪』，
也是用投影魔术制作而成的。
只有当投影对象是『剑』的分类时，阶级会大幅提升。
基于『可无数次准备赝品』的特性，
卫宫可将投影的宝具破坏，
并通过将其爆炸来瞬间提升威力。",？,赤原猎兵,"炮火纷飞的平原上掠过一道身影。
守护者明确、迅速、
且冷酷无情地镇压了目标。

哪怕无法违抗被赋予的使命，
哪怕无法拯救想要拯救的生命。

其意志也如火焰般覆盖四肢，
不断与命运相抗争。",https://fgo.wiki/images/thumb/4/47/%E8%B5%A4%E5%8E%9F%E7%8C%8E%E5%85%B5.png/300px-%E8%B5%A4%E5%8E%9F%E7%8C%8E%E5%85%B5.png,赤原猎兵.png,-,
吉尔伽美什,12,182cm,68kg,苏美尔文明,巴比伦尼亚,ギルガメッシュ,Gilgamesh,武内崇,关智一,Archer,男性,混沌·善,天,B,C,C,B,A,EX,神性、天地从者、王,"公元前，统治苏美尔的都市国家乌鲁克的半人半神之王。
并不仅限于传说，据说也是现实中存在的人物，
人类最古老叙事诗『吉尔伽美什史诗』中记述的王。","身高／体重：182cm·68kg
出处：苏美尔文明、吉尔伽美什史诗
地域：巴比伦尼亚、乌鲁克
属性：混沌·善　　性别：男性","性格刻薄无情。不听从他人的意见，
只以自己为绝对标准的暴君。
傲然披露其极尽奢华的黄金甲胄，
如流水般释放出各种财宝的破天荒英灵。
第一人称写作『我』读作『本王』。","神性：B（A+）
虽拥有最大的神灵适性，
但却因本人厌恶神灵，导致阶级下降。
拥有三分之二为神，三分之一是人的高神格，
世间已然没有他的敌手，
作为获得这世间一切的超越者得以到达完美。","『王之财宝』
阶级：E～A++　种类：对人宝具
Gate of Babylon。
与黄金之都连接的钥匙之剑。
可以连接空间，自由取出宝物库中的道具。
使用者的财产越多，攻击就越强大。
本作中则作为普通攻击之一来使用。","『天地乖离开辟之星』
阶级：EX　种类：对界宝具
Enuma Elish
美索不达米亚神话中冠以神之名的剑，
乖离剑·EA对空间进行切断。
在大量宝具中也属于位居顶点的宝具之一，
也是“斩裂世界”之剑。",？,王律之键,"在世界上人的领域尚被局限的神代。
王搜罗了世间所有的财宝，
并建造了能存放这些财宝的宝物库。

诞生于后世的各种宝物的原典。
人类智慧、人类睿智确实存在的佐证。
人们称颂其为“神之门”。
诚然。
储藏了这一切的「仓库」本身，
才是超越了收纳于其中的各财宝的神秘。

同时。这仓库的钥匙只有这位王才能使用。
钥匙的匙牙不断变化着，
直至今日，财宝的目录仍在不断增加。
若不具备瞬间解读的智慧，
宝物库的锁是无法打开的。",https://fgo.wiki/images/thumb/9/90/%E7%8E%8B%E5%BE%8B%E4%B9%8B%E9%94%AE.png/300px-%E7%8E%8B%E5%BE%8B%E4%B9%8B%E9%94%AE.png,王律之键.png,-,
罗宾汉,13,175cm,65kg,史实,英国,ロビンフッド,Robin Hood,WADA ARUKO,鸟海浩辅,Archer,男性,中立·善,人,C,C,B,B,B,D,所爱之人,"没有容貌，没有名字的侠盗。
正如本人所述，该青年是被称为罗宾汉的
诸多“某个人”中的一位而已。
最原始的传说是出自潜藏于雪伍德森林的侠盗。
最起初的罗宾汉与暴君约翰无地王对抗，
最后却因为柯克利斯修道院院长的阴谋，失血过多而死。","身高／体重：175cm·65kg
出处：史实
地域：英国、雪伍德
属性：中立·善　　性别：男性
「我可算不上是英灵那种有身份的存在啊……」","为获得胜利不择手段，
擅长偷袭、暗算、毒箭。
轻佻，爱挖苦人，嘴巴很毒，但本性善良。
略有些胆小谨慎，为掩饰执着于正义的不成熟的自己，
总是表现得十分玩世不恭的别扭家伙。
和卫宫性格相似，但因同性相斥，两者关系很不好。","破坏工作：A 
战斗前的准备阶段，削减对方战斗力的才能。
设置陷阱的达人。
阶级为A，代表能在敌方进军前，
令对方六成兵力无法战斗。
集团战斗中六成的损害已经能称之为严重溃灭了。","『祈祷之弓』
阶级：D　种类：对人宝具
Yew Bow。
用生前据点的森林中生长的红豆杉木做成的弓。
红豆杉在凯尔特和北欧被奉为神圣树木的其中一种，
用红豆杉木做弓的这种行为，
意味着「与森林融为一体」的仪式感。","擅长暗杀、扰乱的英灵，同样精通自然毒素。
红豆杉也被视为通往冥界的树。
祈祷之弓拥有瞬间增幅目标腹部囤积的不净物（毒或病）
并使其释放的力量，若对象带有毒，
更可令这种毒产生像火药一般爆发的效果。",？,无貌之王,"反正只是恶党。和抢劫也没什么分别。
也不是什么能够在世间露脸的职业，
还是斗篷和泥巴适合我。

人类一旦决心彻底隐藏容貌，大抵都会很快变得熟练。
不再会被憎恨，不再会被觊觎。
当然也不会再被信赖与热爱。

当一个人觉得这种生存方式很轻松时，
这就意味着远离了正常的人类生活。
觉得能够获得更多的东西吗？
很遗憾，这只是幻觉。
无貌的男人自然也不再有能赏物之眼，
能获得的东西，毫无一物。",https://fgo.wiki/images/thumb/3/31/%E6%97%A0%E8%B2%8C%E4%B9%8B%E7%8E%8B.png/300px-%E6%97%A0%E8%B2%8C%E4%B9%8B%E7%8E%8B.png,无貌之王.png,-,
阿塔兰忒,14,166cm,57kg,希腊神话,希腊,アタランテ,Atalante,RIN KUSUSAGA,早见沙织,Archer,女性,中立·恶,地,D,E,A,B,C,C,天地从者,"希腊神话中登场的著名女猎人。
击退卡吕冬野猪时，因射中了第一箭而闻名遐迩。
此外，她也加入了希腊勇者齐聚一堂的阿耳戈号，
成了他们的一员。","身高／体重：166cm·57kg
出处：希腊神话
地域：希腊
属性：中立·恶　　性别：女性
喜欢苹果和肉。","阿塔兰忒作为某个国王的女儿出生，
然而想要男孩的父亲嫌弃阿塔兰忒，将她丢弃在森林中。
可怜她的女神阿耳忒弥斯用母熊的乳汁哺乳女孩，
抚养她长大。","长大了的阿塔兰忒终于成为了一名无人能及的优秀猎人，
成就了击退卡吕冬野猪以及加入阿耳戈号等诸多冒险。
慕名向她求婚的人们纷纷杀到，
烦恼的阿塔兰忒决定用赛跑向求婚者们发起挑战。","阿塔兰忒虽然在赛跑中本没有输给任何一个男人，
最后却屈服于一名施计借用了女神力量的卑鄙男子，
在半强迫的情况下嫁给了那名男子。
传说此后又因别的事由，
导致夫妇二人被变成狮子作为惩罚，实际无从定论。","她所持有的爱弓——天穹之弓（Tauropolos）
曾接受了女神阿耳忒弥斯的祝福。
通过向阿耳忒弥斯与其兄长太阳神阿波罗献上祈祷，
可以发动强大的对军宝具『诉状箭书』。",？,黄金苹果,"——此乃诸神食用的果实。
拥有能迷惑任何人类理性的滋味，
与保证不死功效的禁忌果实。

只要使用这个，就能阻拦任何人类的脚步。
会拿起这个果实，渴望品尝。
这是条件反射，就像拿到滚烫东西的瞬间，
就会放开一样，是刻印在肉体上的存在。

这东西曾被使用，而我停下了脚步。
在赛跑的过程中，我忘我地停了下来。
之后的事，我不愿再回想起来。

所以这个由我拿着。不会给你。
……因为你不需要这种东西。
对吧？",https://fgo.wiki/images/thumb/e/ef/%E9%BB%84%E9%87%91%E8%8B%B9%E6%9E%9C.png/300px-%E9%BB%84%E9%87%91%E8%8B%B9%E6%9E%9C.png,黄金苹果.png,-,
尤瑞艾莉,15,134cm,30kg,希腊神话,欧洲,エウリュアレ,Euryale,AKIRA,浅川悠,Archer,女性,混沌·善,天,E,E,C,EX,EX,C,神性、天地从者,"希腊神话中戈耳工三姊妹的次女。
男性憧憬的体现，作为完成的「偶像」，
以及「理想少女」而诞生于世的女神。
仿佛无暇与纯真拥有了具体形态般的美丽少女。
姐姐是斯忒诺，妹妹是美杜莎。","身高／体重：134cm·30kg
出处：希腊神话
地域：欧洲
属性：混沌·善　　性别：女性
体重数据来源于美杜莎的申告。","无条件喜爱漂亮、可爱的东西。
无条件厌恶丑陋的存在。
极度爱撒娇，令男人神魂颠倒的「可爱少女」。
起码表面看上去是这样——","实际上虽然确实具备无暇与纯真的特质，
但更进一步说，其实她的性格严重阴晴不定，
也具有狡猾的一面。主张只要保持沉默就不会惹恼别人，
只要不被识破就不算作弊。（当然事后会陷入自责）","女神的神核：EX
由于天生就是彻彻底底的女神，故而拥有的固有技能。
包含有神性特性的复合技能。
维持精神与肉体的绝对性。
精神不受任何干涉，而肉体则不成长、不变化。","古代希腊神祗之一，原本不可能作为英灵被召唤。
而作为获得了永恒的美貌的代价，
成为了这世间最弱的存在……本应是这样一名女神，
但随着英灵化，还是获得了些许强化。",？,女神的闪耀(尤瑞艾莉),"所以说了，基础根本就不行啦。明白吗？
我是为了被爱而诞生的女神，
为战斗而存在的雅典娜或是阿瑞斯姑且不论，
为了被男人们渴望、爱着、争夺而存在的我们怎么可能会战斗嘛。

不过，却像这样成了从者。
而且还是Archer。

连宝具也擅自出现了。
而且你看啊，是弓箭。
一说爱的弓箭，那不是丘比特神的那个嘛！
就算美杜莎不说我也明白啦！

不过嘛，也没办法。
既然在手里了，那就为你拉开吧。
充其量——也就为了你哦。御主。",https://fgo.wiki/images/thumb/1/1b/%E5%A5%B3%E7%A5%9E%E7%9A%84%E9%97%AA%E8%80%80%28%E5%B0%A4%E7%91%9E%E8%89%BE%E8%8E%89%29.png/300px-%E5%A5%B3%E7%A5%9E%E7%9A%84%E9%97%AA%E8%80%80%28%E5%B0%A4%E7%91%9E%E8%89%BE%E8%8E%89%29.png,女神的闪耀(尤瑞艾莉).png,-,
阿拉什,16,185cm,75kg,波斯神话,西亚,アーラシュ,Arash,BLACK,鹤冈聪,Archer,男性,混沌·中庸,地,B,A,B+,E,D,B++,天地从者、所爱之人,"古代波斯传说中的大英雄。
作为被誉为西亚神代最后王者的曼努契黑尔王的战士，
终结了波斯与图尔库之间长达六十年的的战争。
为两国民众带来和平与安宁的救世勇者。","身高／体重：185cm·75kg
出处：波斯神话
地域：西亚
属性：混沌·中庸　　性别：男性
健硕技能可强化对毒的耐性，并同时提升耐久力。","外号为阿拉什·卡曼戈。
英语写作Arash the Archer，
在西亚的世界中，所谓弓兵，
正是指给人们带来安宁的阿拉什。
直到现代，他仍被西亚的人们所爱戴着。","『流星一条』
阶级：B++　种类：对军宝具
Stella。究极的射击。能终结所有的战争，
正如同字面意义，属于「撕裂大地」的超远程攻击。
若论纯粹的能量总量，堪比对城宝具。","传说中，阿拉什究极的一箭，
制造了波斯与图尔库两国的「国境」。
直接撕裂了大地。其射程距离实际达到了2500km。
传说作为使用了非人所能用的绝技的代价，
他的身体四分五裂，失去了性命——","基于他宝具的性质并非一点集中型，
而是发挥广域效果，因此被分类为对军宝具。
更准确地说应该相当于对国宝具吧。
然而，只能使用一次。某种意义上，
是二重幻想崩坏（broken phantasm）。",？,神圣的献身,"穿越朝霞映照的天空，
为人们带去慈爱的七色之光——

「七色之光？
　不知道呢，我记得自己射出的只有一道光啊……
　不过我也没能看到最后，所以确实不好说」

「不过嘛——确实是七色之光啊」",https://fgo.wiki/images/thumb/5/5f/%E7%A5%9E%E5%9C%A3%E7%9A%84%E7%8C%AE%E8%BA%AB.png/300px-%E7%A5%9E%E5%9C%A3%E7%9A%84%E7%8C%AE%E8%BA%AB.png,神圣的献身.png,-,
库・丘林,17,185cm,72kg,凯尔特神话,爱尔兰,クー・フーリン,Cú Chulainn,武内崇,神奈延年,Lancer,男性,秩序·中庸,天,B,C,A,C,E,B,神性、天地从者、所爱之人,"不喜欢装饰，爱好维持野性战斗的枪兵。
工作时，是个为了封口会不惜杀害平民的无情人物，
但相反，业余时性情粗犷。是个很会照顾人的大哥。","身高／体重：185cm·72kg
出处：凯尔特神话、阿尔斯特神话
地域：爱尔兰
属性：秩序·中庸　　性别：男性
把卢恩魔术（因为太麻烦了）给封印了。","『穿刺死棘之枪』
阶级：B　种类：对人宝具
Gae Bolg。
只要出击必能贯穿对方心脏的诅咒之枪。
其真相是在枪命中对方心脏这个结果发生后，
才刺出长枪的因果逆转的一击。
由于结果早已注定，故而不可能被回避。","战斗续行：A
苟延残喘。哪怕受到濒死的伤害，依然继续战斗，
只要不是决定性的致命伤，就能活下去。

重整旗鼓：C
脱离战斗的能力。
由于持有这两个技能，实际上相对于单挑，
库·丘林更适合在大型合战中发挥其真正价值。
然而由于本人极为喜好单对单的决斗，
结果几乎无人知晓这一事实。","卢恩：B
拥有北欧的魔术刻印·卢恩。
影之国的战士必须精通百般武艺，
而不能只会挥舞长枪——―
也许是因为师父斯卡哈有着上述教育理念，
总之库·丘林同样精通卢恩魔术。
虽然作为魔术师，他的实力也已接近一流，
然而本人却因嫌麻烦而几乎不使用魔术。","乳名是瑟坦特。
库·丘林拥有「库林的猛犬」这层含义。
这是因为瑟坦特年幼时，
在错手杀死富商库林的看门狗后宣誓，
「若这条狗有孩子，那自己将负责抚养它，
将其培养成同样强大而忠诚的看门狗。
在达成这个目标前，我将负责保护你」。",？,预言之星,"还是少年时，见到过燃尽的星辰。

毫不犹豫，果断迅速，
只留下些许痕迹，便消失不见的流星。
很多朋友都视其为刹那的悲哀。
我内心却闪过平静的确信。

“此身终会像那颗星星一样，
　年纪轻轻就耗尽一切，并消失无踪”

回过神来时，脸上已不禁露出微笑。
这样就好。这对战士来说，是个非常好的命运。
我自幼内心便接受了这一切。",https://fgo.wiki/images/thumb/6/6e/%E9%A2%84%E8%A8%80%E4%B9%8B%E6%98%9F.png/300px-%E9%A2%84%E8%A8%80%E4%B9%8B%E6%98%9F.png,预言之星.png,-,
伊丽莎白・巴托里,18,154cm,44kg,史实,匈牙利,エリザベート・バートリー,Elisabeth Báthory,WADA ARUKO,大久保瑠美,Lancer,女性,混沌·恶,人,C,D,E,A,B,D,龙,"作为吸血鬼卡米拉原型的鲜血伯爵夫人。
……然而，被召唤为从者的她，
还是犯下罪行前的十四岁的模样。
自称为偶像明星的甜美系从者。
高贵、高傲、残忍、无情，
以及和传说完全一致的不人道。","身高／体重：154cm·44kg
出处：史实
地域：匈牙利
属性：混沌·恶　　性别：女性
※全长不包括尾巴。","虽身为邪恶的反英灵，
但由于本人只是个憧憬恋爱的少女，
其本质上的胆小造成了反效果，
导致时不时会帮助同伴或者放跑敌人，
发挥了一定的好人属性，
勉强可评价为『这个嘛，应该还能称其为英灵吧』。
本人则很讨厌别人对自己说『其实是个好人吧？』。","龙之吐息：E
属于最强幻想种的龙所释放出的魔力的洪流。
Supersonic Dragon's breath。
虽然因技能【无辜的怪物】而得以龙化，
但确实略为勉强，所以威力很低。
而她之所以会被亚龙化，
应是巴托里家族纹章（龙齿）的缘故。","『鲜血魔女』
阶级：E-　种类：对人宝具
（Bathory Erzsebet）
伊丽莎白以此宝具召唤她一生支配的城堡——
监狱城恰赫季斯，作为展现自我的舞台。
然而其走音走到天崩地裂的歌声，
最终造就了一个如同地狱般的空间。","领袖气质：C
作为统治阶级表现其威严。
因特殊的传承辅助，对女性时效果提升一个阶级。
对男性表现出特殊的洁癖，
虽然很愿意隔着物件与男性接触，
但几乎很少直接进行肢体接触。",？,不死灵药,"上天赐予了她三种才能。
一种是超越常识的音乐品味，
一种是潜在的龙之因子。
而另一种，则是与领主身份相符的贵族的自尊。
也就是对国家根基相关的学问的理解。

这灵药就是其结晶。她自己炼成的
号称能治愈百病的药。
但这种药其实却是——",https://fgo.wiki/images/thumb/3/31/%E4%B8%8D%E6%AD%BB%E7%81%B5%E8%8D%AF.png/300px-%E4%B8%8D%E6%AD%BB%E7%81%B5%E8%8D%AF.png,不死灵药.png,-,
武藏坊弁庆,19,199cm,88kg,义经记,日本,武蔵坊弁慶,Musashibou Benkei,SHINJIRO,稻田彻,Lancer,男性,混沌·善,人,A,B+,C,D,C,C,所爱之人,"与源义经一同活跃于日本史上的最有名的僧兵。
直至现在，也在歌舞伎以及净琉璃等多种作品中，
受到广泛爱戴。弁庆的仁王立姿、弁庆的痛处等，
不少有关他的故事传承至今。","身高／体重：199cm·88kg
出处：『义经记』『平家物语』
地域：日本
属性：混沌·善　　性别：男性
小腿并非弱点，只是被踹会很痛而已。","……武藏坊弁庆是一个故事。
刚烈且忠肝义胆的最强大汉。
与源义经一同经历了无数战斗，
直到最后的牺牲都显得如此英勇，
正可谓英雄理想的形象。","……武藏坊弁庆是一名英雄。
只要他挥舞起长刀，杂兵们会被瞬间打飞，
只要他大声咆哮，连饿狼都会吓得夹着尾巴四处逃窜。
鬼之子的传言正可谓名不虚传。","……武藏坊弁庆是难能可贵的存在。
和我不同。虽然不同，但既然我自称弁庆，
就不能让任何人说我弱。
这算是胆小怕事的我最低限度的赎罪吧。","这个男人的真名为常陆坊海尊。他虽是义经的部下，
但却在义经主从最终牺牲的那场战斗中临阵脱逃。
对此深感耻辱的他成为了义经与弁庆的故事传播者，
踏上了遍历日本各地的旅程。",？,五条大桥的邂逅,"——这不是我的过去。
这是梦想中的，但确实发生过的事。
如鸟儿般在飞翔于栏杆上的年轻武者，
和气势如虹地追赶着年轻武者的僧兵。

浪漫主义的英雄谭，万人皆知的二人的相遇。

这不是我的过去。
但不得不作为我的过去来追想。
为了在向其他人讲述时，
能让这个谎言听起来像是值得骄傲的真实。",https://fgo.wiki/images/thumb/a/a0/%E4%BA%94%E6%9D%A1%E5%A4%A7%E6%A1%A5%E7%9A%84%E9%82%82%E9%80%85.png/300px-%E4%BA%94%E6%9D%A1%E5%A4%A7%E6%A1%A5%E7%9A%84%E9%82%82%E9%80%85.png,五条大桥的邂逅.png,-,
库・丘林(Prototype),20,184cm,71kg,凯尔特神话,欧洲,クー・フーリン,Cú Chulainn,中原,中井和哉,Lancer,男性,秩序·中庸,天,A,C,A+,B,D,B,神性、天地从者,"凯尔特、阿尔斯特传说中无双的大英雄。
继承了太阳神鲁格之血的『光之皇子』，
外号是库林的猎犬。
虽说与以相同真名被召唤的Lancer是同一人物——
但无论是肉体面还是精神面，都比「那边」略年轻。","身高／体重：184cm·71kg
出处：凯尔特神话
地域：欧洲
属性：秩序·中庸　　性别：男性
与「那位」一样能自由操控卢恩魔术。","性格暴躁直率的男人。
不会断言正义或者邪恶哪个「更高一筹」，
但本质上是偏向正义一方的。
尚未成熟到可以理解世间所有不合理以及善恶的平衡。
同时是名驯兽师。尤其和狗特别合得来。","与同样以真名召唤而出的Lancer相比，
装备了重装的铠甲。
即便如此，敏捷的数值依然优于「那位」，
达到了Ａ+。这并非身体的性能差距，
估计是因为年轻气盛，只知一心往前冲的缘故吧。","『贯穿之朱枪』
阶级：B／B+　种类：对人／对军宝具
Gae Bolg。逆转因果之枪。
师父斯卡哈赐予的红色长枪以及枪术。
有对人刺击、对军投掷这两种攻击方法。","相比于「那位」Lancer，
对师父斯卡哈的感情与憧憬。
在其内心中占据了更大的比重。
只是不知道是因为年轻还是因为时期的缘故。
那么究竟他是否真的无法认同，
这世间的的不合理，以及善恶的平衡呢——",？,库林的猛犬,"对。这就是我的外号。
原本在阿尔斯特有一头拥有这个名字的猛犬。
是头保卫名为库林的人的房子的勇猛野兽。
是头了不起的野兽。
由于太了不起了，所以我情不自禁动了真格——
是我杀了它。
原本我不该杀了那头野兽，
野兽也不该攻击我的。
但没有办法。我们相遇，并相互厮杀。
打赢并活下来的只有我。

彼此都用尽了全力，我不后悔。
但是，我想向那位强敌献上我的敬意。
一骑当千的狗可没那么容易遇到！

然后嘛。我养育了那家伙的孩子们。
『是库林猛犬』的二代。
为了让它们终有一天能成为凌驾它们老爹的强壮看门狗——

等意识到的时候，我的外号也成了这个。
一见到敌人就凶猛吼叫，撕咬敌人喉咙的野兽。
正可谓如同『库林的猛犬』啊。",https://fgo.wiki/images/thumb/a/af/%E5%BA%93%E6%9E%97%E7%9A%84%E7%8C%9B%E7%8A%AC.png/300px-%E5%BA%93%E6%9E%97%E7%9A%84%E7%8C%9B%E7%8A%AC.png,库林的猛犬.png,-,
